Shrt_Desc,Energ_Kcal,FA_Sat,Cholestrl
"Worthington Prime Stakes,Cnd,Unprep",135,1,1
"Sturgeon,Mxd Sp,Ckd,Dry Heat",135,1.173,77
"Beef,Var Meats&By-Products,Liver,Raw",135,1.233,275
"Beef,Rnd,Top Rnd,Steak,Ln,1/8"" Fat,All Grds,Raw",135,1.399,55
"Usda Cmdty,Chick Fajita Strips,Frz",135,1.596,88
"Beef,Top Loin Petite Roast/Filet,Bnless,Ln,1/8"" Fat,Sel,Raw",135,1.621,76
"Beef,Loin,Tenderloin Rst,Bnless,Ln,0"" Fat,Sel,Raw",135,1.706,62
"Beef,Loin,Tenderloin Steak,Bnless,Ln,0"" Fat,Sel,Raw",135,1.706,62
"Beef,Top Sirloin,Steak,Ln,1/8"" Fat,Choic,Raw",135,1.709,61
"Beef,Loin,Top Loin Steak,Bnless,Lip Off,Ln,0"" Fat,Sel,Raw",135,1.824,62
"Lamb,Aus,Imp,Frsh,Leg,Whl (Shk&Sirl),Ln,1/8""Fat,Raw",135,2.081,64
"Beef,Loin,Top Loin Steak,Bnless,Lip-On,Ln,1/8"" Fat,Sel,Raw",135,2.09,62
"Duck,Domesticated,Meat Only,Raw",135,2.32,77
"Lasagna W/ Meat Sau,Frz,Prep",135,2.348,17
"Potatoes,Hash Brown,Frz,W/ Butter Sau,Unprep",135,2.556,
"Milk,Cnd,Evap,Wo/ Added Vit A & Vitamin D",135,4.591,29
"Cream,Sour,Red Fat,Cultured",135,7.47,39
"Beans,Cranberry (Roman),Mature Seeds,Ckd,Bld,W/Salt",136,0.119,0
"Beans,Cranberry (Roman),Mature Seeds,Ckd,Bld,Wo/Salt",136,0.119,0
"Pigeonpeas,Immat Seeds,Raw",136,0.354,0
"Turkey,Rtl Parts,Breast,Meat Only,Ckd,Rstd",136,0.66,70
"Rice & Vermicelli Mix,Chick Flavor,Prep W/ 80% Margarine",136,0.746,
"Fish,Salmon,Pink,Cnd,Drnd Sol,Wo/ Skn & Bones",136,0.749,83
"Ice Creams,Breyers,98% Fat Free Choc",136,1.38,7
"Duck,Domesticated,Liver,Raw",136,1.44,515
"Lamb,Nz,Imp,Liver,Raw",136,1.514,386
"Pork,Cured,Ham,Ex Ln (Approx 4% Fat),Cnd,Rstd",136,1.6,30
"Pork,Frsh,Loin,Cntr Rib (Chops Or Roasts),Bone-In,Ln,Raw",136,1.617,56
"Game Meat,Rabbit,Domesticated,Comp Of Cuts,Raw",136,1.66,57
"Potsticker Or Wonton,Pork & Veg,Frz,Unprep",136,1.724,17
"Lamb,Australian,Imp,Frsh,Tenderloin,Bnless,Ln,1/8"" Fat,Raw",136,1.857,76
"Pork,Frsh,Leg (Ham),Whl,Ln,Raw",136,1.87,68
"Cream Sub,Liq,W/Hydr Veg Oil&Soy Prot",136,1.937,0
"Veal,Var Meats&By-Products,Brain,Ckd,Brsd",136,2.18,3100
"Lamb,Australian,Imp,Frsh,Leg,Bttm,Bnless,Ln,1/8"" Fat,Raw",136,2.277,61
"Hungry Man,Salisbury Steak W/ Gravy,Frz,Unprep",136,3.426,26
"Sour Cream,Light",136,6.6,35
"Cream Sub,Liq,W/Lauric Acid Oil&Na Caseinate",136,9.304,0
"Whelk,Unspecified,Raw",137,0.031,65
"Ckn,Brlers/Fryers,Brst,Mt Only,Ckd,Rotisserie,Orig Seasoning",137,0.775,86
"Chicken,Stewing,Lt Meat,Meat Only,Raw",137,0.97,47
"Gardenburger Sun-Dried Tomato Basil Burger,Frz,Unprep",137,1,4
"Lamb,Var Meats&By-Products,Kidneys,Ckd,Brsd",137,1.23,565
"Sea Lion,Steller,Liver (Alaska Native)",137,1.3,359
"Ice Creams,Breyers,98% Fat Free Vanilla",137,1.41,8
"Pork,Cured,Ham W/ Nat Juices,Rump,Bone-In,Ln,Htd,Rstd",137,1.418,72
"Chicken,Broilers Or Fryers,Back,Meat Only,Raw",137,1.52,81
"Beef,Rnd,Knuckle,Tip Cntr,Steak,Ln & Fat,0"" Fat,Sel,Raw",137,1.89,59
"Beef,Brisket,Flat Half,Bnless Ln,0"" Fat,All Choice,Raw",137,1.993,67
"Beef,Flank,Steak,Ln,0"" Fat,Sel,Raw",137,2.074,60
"Beef,Ground,95% Ln Meat / 5% Fat,Raw",137,2.182,62
"Lamb,Aus,Imp,Frsh,Shldr,Arm,Ln,1/8""Fat,Raw",137,2.335,62
"Beef,Chk Eye Rst,Bnl,America'S Bf Rst,Ln,0"" Fat,All Grd, Raw",137,2.55,69
"Beef,Chuck Eye Country-Style Ribs,Bnless,Ln,0"" Fat,Sel,Raw",137,2.57,71
"Beef,Shldr Top Blade Steak,Bnless,Ln & Fat,0"" Fat,Sel,Raw",137,2.69,71
"Ice Creams,Vanilla,Fat Free",138,0,0
"Pasta,Gluten-Free,Brown Rice Flr,Ckd,Tinkyada",138,0.203,0
"Chickpeas,Mature Seeds,Cnd,Drnd,Rinsed In Tap H2O",138,0.213,0
"Noodles,Egg,Ckd,Enr,W/ Salt",138,0.419,29
"Noodles,Egg,Ckd,Unenr,W/ Salt",138,0.419,29
"Noodles,Egg,Enr,Ckd",138,0.419,29
"Noodles,Egg,Unenr,Ckd,Wo/ Added Salt",138,0.419,29
"Beverages,Nestle,Boost Plus,Nutritional Drk,Rtd",138,0.42,4
"Ground Turkey,Fat Free,Patties,Brld",138,0.673,65
"Loma Linda Swiss Stake W/ Gravy,Cnd,Unprep",138,0.8,1
"Potatoes,French Fr,Stk Cut,Salt Not Added In Proc,Frz,Unprep",138,0.88,0
"Fish,Salmon,Pink,Cnd,Drnd Sol",138,0.895,83
"Gardenburger Savory Portabella Veggie Burger,Frz,Unprep",138,1.1,4
"Turkey,Diced,Lt&Dk Meat,Seasoned",138,1.75,55
"Beef,Shrt Loin,Top Loin Steak,Ln,1/8"" Fat,All Grds,Raw",138,1.905,53
"Beef,Ribeye Petite Roast/Filet,Bnless,Ln,0"" Fat,Choic,Raw",138,1.962,65
"Beef,Loin,Top Sirloin Cap Steak,Bnless,Ln,1/8"" Fat,Choic,Raw",138,2.08,67
"Pork,Frsh,Var Meats&By-Products,Brain,Ckd,Brsd",138,2.15,2552
"Lamb,Aus,Imp,Frsh,Leg,Sirloin Half,Bnless,Ln,1/8""Fat,Raw",138,2.308,63
"Beef,Aus,Imp,Grss-Fed,Loin,Tenderln Stk/Rst,Bnless,Raw",138,2.725,49
"Egg,Whl,Raw,Frz,Salted,Past",138,3.178,387
"Cheese,Ricotta,Part Skim Milk",138,4.927,31
"Beans,White,Mature Seeds,Ckd,Bld,W/ Salt",139,0.091,0
"Beans,White,Mature Seeds,Ckd,Bld,Wo/Salt",139,0.091,0
"Cowpeas (Blackeyes),Immat Seeds,Frz,Unprep",139,0.185,0
"Chickpeas,Mat Seeds,Cnd,Drnd Sol",139,0.214,0
"Turkey,Drumstk,From Whl Bird,Meat Only,Rstd",139,0.593,80
"Pork,Cured,Ham W/ Nat Jucs,Sprl Slce,Bnles,Ln & Fat,Htd,Rstd",139,0.95,64
"Salmon,Coho,Wild,Ckd,Dry Heat",139,1.054,55
"Pork,Cured,Ham,Shank,Bone-In,Ln,Htd,Rstd",139,1.134,70
"Pastrami,Turkey",139,1.395,68
"Yogurt,Frz,Flavors Other Than Choc,Lowfat",139,1.509,45
"Salmon,Pink,Cnd,Wo/Salt,Sol W/Bone&Liq",139,1.535,55
"Mackerel,Spanish,Raw",139,1.828,76
"Beef,Chuck,Arm Pot Rst,Ln,1/8"" Fat,Choic,Raw",139,1.875,65
"Lamb,Var Meats&By-Products,Liver,Raw",139,1.94,371
"Beef,Loin,Tenderloin Rst,Bnless,Ln,0"" Fat,All Grds,Raw",139,1.956,61
"Beef,Loin,Tenderloin Steak,Bnless,Ln,0"" Fat,All Grds,Raw",139,1.956,61
"Beef,Comp Of Rtl Cuts,Ln,0"" Fat,All Grds,Raw",139,2.151,63
"Beef,Chk Eye Rst,Bnl,America'S Bf Rst,Ln,0"" Fat,Choic,Raw",139,2.354,67
"Beef,Shldr Top Blade Steak,Bnless,Ln,0"" Fat,All Grds,Raw",139,2.73,69
"Lasagna,Veg,Frz,Bkd",139,2.866,14
"Pears,Dried,Sulfured,Stwd,W/ Sugar",140,0.016,0
"Beans,Navy,Mature Seeds,Ckd,Bld,W/Salt",140,0.032,0
"Beans,Navy,Mature Seeds,Ckd,Bld,Wo/Salt",140,0.098,
"Duck,Yng Duckl,Dom,Wh Pekin,Brst,Meat,Bnless,Ckd Wo/Skn,Brld",140,0.578,143
"Soup,Split Pea W/Ham&Bacon,Cnd,Cond,Single Brand",140,0.676,3
"Fish,Salmon,Coho (Silver),Raw (Alaska Native)",140,0.904,58
"Turkey,Whl,Meat Only,W/ Added Soln,Rstd",140,1.093,84
"Creamy Drsng,W/Sour Crm And/Or Bttrmlk&Oil,Red Cal,Chol-Free",140,1.355,0
"Veal,Var Meats&By-Products,Liver,Raw",140,1.56,334
"Beef,Rnd,Top Rnd,Steak,Ln,1/8"" Fat,Choic,Raw",140,1.637,63
"Beef,Rnd,Bttm Rnd,Rst,Ln,1/8"" Fat,Choic,Raw",140,1.699,62
"Bf,Chuck,Shldr Clod, Top & Cntr,Stk,Ln & Fat,0"" Fat,Sel,Raw",140,1.791,58
"Turkey,Heart,All Classes,Raw",140,1.923,225
"Beef,Comp Of Rtl Cuts,Ln,1/8"" Fat,All Grds,Raw",140,1.974,62
"Pork,Frsh,Loin,Country-Style Ribs,Ln,Raw",140,2.012,74
"Beef,Nz,Imp,Tenderloin,Ln,Raw",140,2.446,58
"Beef,Aus,Imp,Grss-Fed,Bttm Rnd Stk/Rst,Bnless,Ln&Fat,Raw",140,2.51,55
"Beef,Chk,Und Bl Pot Rst,Bnless,Ln,0"" Fat,All Grds,Ckd, Brsd",140,2.58,66
"Pork,Cured,Feet,Pickled",140,2.945,83
"Cheese,Mozzarella,Non-Fat",141,0,18
"Campbell'S Red & White,Split Pea W/ Ham & Bacon Soup,Cond",141,0.391,4
"Beverages,Abbott,Ensure Plus,Rtd",141,0.574,2
"Ostrich,Inside Leg,Ckd",141,0.7,73
"Soybeans,Grn,Ckd,Bld,Drnd,W/Salt",141,0.74,0
"Soybeans,Grn,Ckd,Bld,Drnd,Wo/Salt",141,0.74,0
"Campbell'S Red & White,Grn Pea Soup,Cond",141,0.781,0
"Fish,Salmon,Red,(Sockeye),Kippered (Alaska Native)",141,0.8,68
"Emu,Oyster,Raw",141,1.231,81
"Soup,Pea,Split W/ Ham,Cnd,Cond",141,1.31,6
"Trout,Rainbow,Farmed,Raw",141,1.383,59
"Salmon,Chum,Cnd,Wo/Salt,Drnd Sol W/Bone",141,1.486,39
"Salmon,Chum,Drnd Sol W/Bone",141,1.486,39
"Luxury Loaf,Pork",141,1.58,36
"Ham,Smoked,Ex Ln,Lo Na",141,1.786,50
"Beef,Rib,Sml End (Ribs 10-12),Ln,1/8"" Fat,All Grds,Raw",141,1.864,75
"Turkey,Rtl Parts,Drumstk,Meat & Skn,Raw",141,1.896,82
"Bf,Chuck,Clod,Top & Cntr,Steak,Ln & Fat,0"" Fat,All Grds,Raw",141,1.985,57
"Beef,Nz,Imp,Rump Centre,Ln,Raw",141,1.999,55
"Beef,Flank,Steak,Ln,0"" Fat,All Grds,Raw",141,2.058,62
"Ice Crm,Lt,Soft Serve,Choc",141,2.349,15
"Fast Foods,Taco Salad",141,3.446,22
"Taro,Cooked,With Salt",142,0.023,0
"Taro,Cooked,Without Salt",142,0.023,0
"Beans,Sml White,Mature Seeds,Ckd,Bld,W/Salt",142,0.166,0
"Beans,Sml White,Mature Seeds,Ckd,Bld,Wo/Salt",142,0.166,0
"Clam,Mxd Sp,Cnd,Drnd Sol",142,0.309,50
"Rest,Latino,Arroz Con Abichuelas Colorados (Rice&Red Bns)",142,0.502,
"Seal,Ringed,Meat (Alaska Native)",142,0.82,90
"Salmon,Atlantic,Wild,Raw",142,0.981,55
"Puddings,Choc,Rte",142,1.263,1
"Soup,Bean W/ Frankfurters,Cnd,Cond",142,1.61,9
"Beef,Bttm Sirloin,Tri-Tip Rst,Ln,0"" Fat,All Grds,Raw",142,1.729,61
"Lamb,Nz,Imp,Chump,Bnless,Ln,Ckd,Fast Rstd",142,1.769,74
"Squab,(Pigeon),Meat Only,Raw",142,1.96,90
"Bf,Chk,Clod,Shldr Tender,Medallion,Ln & Fat,0"" Fat,Sel,Raw",142,1.988,58
"Bf,Rnd,Outside Rnd,Bttm Rnd,Steak,Ln & Fat,0"" Fat,All,Raw",142,2,61
"Beef,Loin,Tenderloin Steak,Bnless,Ln & Fat,0"" Fat,Sel,Raw",142,2.087,62
"Mcdonald'S,Spicy Buffalo Sau",142,2.277,0
"Beef,Nz,Imp,Flank,Ln,Raw",142,2.299,49
"Beef,Rib Eye Steak,Bnless,Lip Off,Ln,0"" Fat,Sel,Raw",142,2.313,70
"Beans,Bkd,Cnd,W/Franks",142,2.352,6
"Lamb,Aus,Imp,Frsh,Comp Of Rtl Cuts,Ln,1/8""Fat,Raw",142,2.54,64
"Lamb,Nz,Imp,Loin Chop,Ln,Raw",142,2.764,66
"Beans,Pinto,Mature Seeds,Ckd,Bld,W/Salt",143,0.109,0
"Beans,Pinto,Mature Seeds,Ckd,Bld,Wo/Salt",143,0.136,0
"Spiny Lobster,Mxd Sp,Ckd,Moist Heat",143,0.303,90
"Worthington Prosage Links,Frz,Unprep",143,0.9,2
"Game Meat,Bison,Ln,Ckd,Rstd",143,0.91,82
"Game Meat,Goat,Ckd,Rstd",143,0.93,75
"Elk,Free Range,Ground,Ckd Patties (Shoshone Bannock)",143,1.138,70
"Pork,Frsh,Loin,Tenderloin,Ln,Ckd,Rstd",143,1.198,73
"Applebee'S,Kraft,Macaroni & Chs,From Kid'S Menu",143,1.312,7
"Potato Salad,Home-Prepared",143,1.429,68
"Roe,Mixed Species,Raw",143,1.456,374
"Turkey,Whl,Meat & Skn,Raw",143,1.461,72
"Pork,Frsh,Loin,Whl,Ln,Raw",143,1.95,59
"Pork,Frsh,Loin,Blade (Chops Or Roasts),Bone-In,Ln,Raw",143,1.974,59
"Game Meat,Beefalo,Comp Of Cuts,Raw",143,2.04,44
"Beef,Chuck,Shldr Clod,Top & Cntr ,Stk,Ln & Fat,0"" Fat,Ch,Raw",143,2.083,57
"Beef,Top Loin Petite Rst/Filet,Bnls,Ln,1/8"" Fat,All Grds,Raw",143,2.1,69
"Beef,Loin,Tenderloin Rst,Bnless,Ln,0"" Fat,Choic,Raw",143,2.123,60
"Beef,Loin,Tenderloin Steak,Bnless,Ln,0"" Fat,Choic,Raw",143,2.123,60
"Lamb,Nz,Imp,Netted Shldr,Rolled,Bnless,Ln,Raw",143,2.125,58
"Lamb,Dom,Loin,Ln,1/4""Fat,Choic,Raw",143,2.13,66
"Beef,Rnd,Knuckle,Tip Cntr,Steak,Ln & Fat,0"" Fat,All Grds,Raw",143,2.163,59
"Lamb,Aus,Imp,Frsh,Tenderloin,Bnless,Ln & Fat,1/8"" Fat,Raw",143,2.255,76
"Beef,Var Meats&By-Products,Brain,Raw",143,2.3,3010
"Chicken,Ground,Raw",143,2.301,86
"Beef, Ln, Top Ln Stk, Bneless Lip-On, 1/8"" Fat All Grdes Raw",143,2.345,60
"Beef,Loin,Top Loin Stk,Bnls,Lip Off,Ln,0"" Fat,All Grds,Raw",143,2.345,60
"Lamb,Aus,Imp,Frsh,Leg,Cntr Slice,Bone-In,Ln,1/8""Fat,Raw",143,2.413,64
"Dip,Salsa Con Queso,Chs & Salsa- Med",143,2.491,9
"Beef,Chuck Eye Steak,Bnless,Ln,0"" Fat,Sel,Raw",143,2.759,69
"Beef,Shldr Top Blade Steak,Bnless,Ln,0"" Fat,Choic,Raw",143,2.9,68
"Egg,Whl,Ckd,Poached",143,3.113,370
"Egg,Whl,Raw,Frsh",143,3.126,372
"Ice Creams,Breyers,No Sugar Added,Vanilla",143,3.9,18
"Ice Creams,Breyers,No Sugar Added,Vanilla Choc Strawberry",143,3.94,18
"Beans,Yel,Mature Seeds,Ckd,Bld,W/Salt",144,0.279,0
"Beans,Yel,Mature Seeds,Ckd,Bld,Wo/Salt",144,0.279,0
"Chicken,Broiler,Rotisserie,Bbq,Breast Meat Only",144,0.863,86
"Frijoles Rojos Volteados (Refried Bns,Red,Canned)",144,0.926,
"Sherbet,Orange",144,1.16,1
"Turkey,Rtl Parts,Breast,Meat & Skn,W/ Added Soln,Raw",144,1.24,64
"Tuna,Fresh,Bluefin,Raw",144,1.257,38
"Tofu,Raw,Firm,Prep W/Ca Sulfate",144,1.261,0
"Kfc,Coleslaw",144,1.303,2
"Catfish,Channel,Farmed,Ckd,Dry Heat",144,1.586,66
"Swordfish,Raw",144,1.602,66
"Beef,Ground,97% Ln Meat /3% Fat,Patty,Ckd,Pan-Broiled",144,1.797,84
"On The Border,Refried Bns",144,1.819,6
"Pork,Frsh,Comp Of Rtl Cuts (Loin&Shldr Blade),Ln,Raw",144,2.03,60
"Turkey,All Classes,Leg,Meat&Skn,Raw",144,2.06,71
"Bf,Chk,Cld,Shldr Tndr,Medallion,Ln & Fat,0"" Fat,All Grds,Raw",144,2.088,57
"Beef,Shrt Loin,T-Bone Steak,Bone-In,Ln,1/8"" Fat,Sel,Raw",144,2.152,59
"Beef,Loin,Tenderloin Rst,Bnless,Ln & Fat,0"" Fat,Sel,Raw",144,2.166,62
"Lamb,Nz,Imp,Sweetbread,Ckd,Soaked & Simmrd",144,2.342,462
"Lamb,Dom,Shldr,Whl (Arm&Bld),Ln,1/4""Fat,Choic,Raw",144,2.42,66
"Pork,Cured,Ham,Ex Ln&Reg,Cnd,Unhtd",144,2.45,38
"Veal,Comp Of Rtl Cuts,Ln&Fat,Raw",144,2.79,82
"Veal,Australian,Shank,Hind,Bone-In,Ln & Fat",144,2.951,60
"Loma Linda Tender Rounds W/ Gravy,Cnd,Unprep",145,0.7,1
"Ostrich,Tip Ckd",145,1,85
"Ckn,Brler Or Fryers,Brst,Sknls,Bnls,Mt Only,W Added Sln,Brsd",145,1.193,99
"Beef,Var Meats&By-Products,Spleen,Ckd,Brsd",145,1.39,347
"Tofu,Hard,Prep W/Nigari",145,1.445,0
"Pork,Cured,Ham W/ Nat Juices,Shank,Bone-In,Ln,Htd,Rstd",145,1.564,74
"Desserts,Flan,Caramel Custard,Prepared-From-Recipe",145,1.799,90
"Pork,Cured,Ham,Bnless,Lo Na,Ex Ln (Approximatly 5% Fat),Rstd",145,1.801,53
"Pork,Cured,Ham,Bnless,Ex Ln (Approx 5% Fat),Rstd",145,1.81,53
"Olives,Pickled,Cnd Or Btld,Grn",145,2.029,0
"Beef,Shrt Loin,Prtrhs Steak,Ln,1/8"" Fat,Sel,Raw",145,2.051,57
"Lasagna,Chs,Frz,Unprep",145,2.11,11
"Beef,Nz,Imp,Rump Centre,Ln & Fat,Raw",145,2.2,55
"Bf,Chk,Clod,Shldr Tender,Medallion,Ln & Fat,0"" Fat,Choic,Raw",145,2.328,56
"Beef,Rnd,Tip Rnd,Rst,Ln & Fat,0"" Fat,Sel,Raw",145,2.489,61
"Beef,Flank,Steak,Ln & Fat,0"" Fat,Sel,Raw",145,2.514,62
"Lamb,Var Meats&By-Products,Brain,Ckd,Brsd",145,2.6,2043
"Beef,Chck,Und Bl Pot Rst Or Steak,Bnless,Ln,0"" Fat,Choic,Raw",145,2.76,65
"Hormel Always Tender,Bnless Pork Loin,Frsh Pork",145,2.84,49
"Veal,Australian,Shank,Fore,Bone-In,Ln & Fat,Raw",145,2.948,65
"Grapefruit Juc,White,Frz Conc,Unswtnd,Undil",146,0.064,0
"Loma Linda Redi-Burger,Cnd,Unprep",146,0.4,0
"Fast Foods,Submarine Sndwch,Trky Rst Bf Hm Brd W/ Lttc & Tmt",146,0.57,16
"Subway,Subway Club Sub On White Bread W/ Lettuce & Tomato",146,0.57,16
"Buffalo,Free Range,Top Rnd Steak,Ckd (Shoshone Bannock)",146,0.595,82
"Game Meat,Elk,Ckd,Rstd",146,0.7,73
"Bass,Freshwater,Mxd Sp,Ckd,Dry Heat",146,1.001,87
"Canadian Bacon,Ckd,Pan-Fried",146,1.039,67
"Salmon,Coho,Wild,Raw",146,1.26,45
"Yellowtail,Mxd Sp,Raw",146,1.28,55
"Chicken,Dk Meat,Drumstk,Meat Only,W/ Added Soln,Ckd,Rstd",146,1.438,124
"Restaurant,Latino,Arroz Con Leche (Rice Pudding)",146,1.899,8
"Chicken,Dk Meat,Drumstk,Meat & Skn,W/ Added Soln,Raw",146,2.334,95
"Beef,Nz,Imp,Ribs Prep,Raw",146,2.453,57
"Lamb,Aus,Imp,Frsh,Loin,Ln,1/8""Fat,Raw",146,2.673,64
"Beef,Nz,Imp,Tenderloin,Ln & Fat,Raw",146,2.788,58
"Bison,Ground,Grass-Fed,Raw",146,2.917,55
"Beef,Chk Eye Country-Style Ribs,Bnls,Ln,0"" Fat,All Grds, Raw",146,3.03,70
"Beef,Shldr Top Blade Steak,Bnls,Ln & Fat,0"" Fat,All Grds,Raw",146,3.153,69
"Butterfish,Raw",146,3.38,65
"Orange Juc,Frz Conc,Unswtnd,Undil,W/ Added Ca",147,0.059,0
"Rice,Brown,Parbld,Ckd,Uncle Bens",147,0.213,
"Fast Foods,Submarine Sndwch,Trky Brst Wht Brd Lttc & Tmt",147,0.476,10
"Subway,Turkey Breast Sub On White Bread W/ Lettuce & Tomato",147,0.476,10
"Turkey,All Classes,Lt Meat,Ckd,Rstd",147,0.593,80
"Turkey,Breast,From Whl Bird,Meat Only,Rstd",147,0.593,80
"Turkey,Wing,From Whl Bird,Meat Only,Rstd",147,0.593,80
"Soybeans,Green,Raw",147,0.786,0
"Milk Dssrt Bar,Frz,Made From Lowfat Milk",147,0.81,7
"Winged Bns,Mature Seeds,Ckd,Bld,W/ Salt",147,0.825,0
"Winged Bns,Mature Seeds,Ckd,Bld,Wo/ Salt",147,0.825,0
"Tilefish,Cooked,Dry Heat",147,0.868,64
"Potatoes,French Fr,All Types,Salt Added In Proc,Frz,Unprep",147,1.005,0
"Supper Bakes Meal Kits,Creamy Stroganoff Sau W/ Pasta",147,1.2,8
"Turkey From Whl,Lt Meat,Meat & Skn,W/ Added Soln,Raw",147,1.35,60
"Pork,Frsh,Loin,Tenderloin,Ln&Fat,Ckd,Rstd",147,1.358,73
"Pork,Cured,Ham,Whl,Ln,Unhtd",147,1.92,52
"Beef,Comp Of Rtl Cuts,Ln,1/8"" Fat,Choic,Raw",147,2.222,62
"Beef,Loin,Tenderloin Steak,Bnless,L & F,0"" Fat,All Grds,Raw",147,2.363,61
"Lamb,Aus,Frsh,Rib Chop/Rack Rst,Frenched,Bone-In,Ln,1/8"",Raw",147,2.532,66
"Beef,Cured,Pastrami",147,2.681,68
"Beef,Nz,Imp,Hind Shin,Ln & Fat,Raw",147,2.711,57
"Lamb,Nz,Imp,Rack - Fully Frenched,Ln,Raw",147,3.044,62
"Egg,Whl,Raw,Frz,Past",147,3.382,372
"Orange Juc,Frz Conc,Unswtnd,Undil",148,0.059,0
"Clam,Mxd Sp,Ckd,Moist Heat",148,0.188,67
"Winged Bean Tuber,Raw",148,0.222,0
"Cheese,Past Process,Cheddar Or American,Fat-Free",148,0.504,11
Kraft Free Singles American Nonfat Past Process Chs Product,148,0.7,16
"Rice & Vermicelli Mix,Rice Pilaf Flavor,Prep W/ 80% Margarin",148,0.744,
"Ckn,Brler/Fryers,Brst,Sknls,Bnls,Mt Only,W Added Sln,Grilled",148,1.012,106
"Elk,Free Range,Rst,Eye Of Rnd,Ckd (Shoshone Bannock)",148,1.125,63
"Trout,Mixed Species,Raw",148,1.149,58
"Pork,Cured,Ham,Slice,Bone-In,Ln,Htd,Pan-Broil",148,1.253,73
"Pork,Frsh,Var Meats&By-Products,Heart,Ckd,Brsd",148,1.34,221
"Chicken,Stewing,Meat Only,Raw",148,1.57,63
"Milkfish,Raw",148,1.66,52
"Usda Cmdty,Turkey Taco Meat,Frz,Ckd",148,1.765,71
"Ground Turkey,Raw",148,2.024,69
"Beef,Rib,Sml End (Ribs 10-12),Ln,1/8"" Fat,Choic,Raw",148,2.183,68
"Beef,Tenderloin,Steak,Ln,1/8"" Fat,Sel,Raw",148,2.191,64
"Beef,Rib Eye Steak/Roast,Bnless,Lip-On,Ln,1/8"" Fat,Sel,Raw",148,2.313,70
"Pork,Frsh,Shldr,Whl,Ln,Raw",148,2.47,67
"Veal,Shldr,Blade Chop,Ln & Fat,Raw",148,2.701,62
"Shake,Fast Food,Vanilla",148,3.962,23
"Garlic,Raw",149,0.089,0
"Beans,Pink,Mature Seeds,Ckd,Bld,W/Salt",149,0.126,0
"Beans,Pink,Mature Seeds,Ckd,Bld,Wo/Salt",149,0.126,0
"Pasta,Whole-Wheat,Ckd",149,0.243,0
"Kfc,Fried Chick,Original Recipe,Breast,Meat Nly,Skn Brdng Rd",149,1.03,96
"Pork,Frsh,Var Meats&By-Products,Spleen,Ckd,Brsd",149,1.06,504
"Game Meat,Deer,Tenderloin,Ln,Ckd,Brld",149,1.142,88
"Beef,Rnd,Eye Of Rnd Steak,Bnless,Ln,0"" Fat,Sel,Ckd,Grilled",149,1.313,81
"Sandwich Spread,Meatless",149,1.425,0
"Beef,Rnd,Tip Rnd,Rst,Ln,0"" Fat,Sel,Ckd,Rstd",149,1.563,71
"Chicken,Broilers Or Fryers,Dk Meat,Drumstk,Meat Oly,Ckd,Brsd",149,1.601,132
"Usda Commodity,Pork,Cured,Ham,Bnless,Ckd,Htd",149,1.701,73
"Chicken,Dk Meat,Drumstk,Meat Only,W/ Added Soln,Ckd,Brsd",149,1.73,135
"Mornngstr Frms Brkfst Sndwch Scrmbl&Chs Eng Muff,Frz,Unprp",149,2.2,10
Peppered Loaf  Pork  Bf,149,2.28,46
"Beef,Top Loin Petite Roast/Filet,Bnless,Ln,1/8"" Fat,Choc,Raw",149,2.419,65
"Beef,Loin,Tenderloin Rst,Bnless,Ln & Fat,0"" Fat,All Grds,Raw",149,2.479,61
"Beef,Loin,Top Loin Steak,Bnless,Lip Off,Ln,0"" Fat,Choic,Raw",149,2.515,58
"Beef,Loin,Top Loin Steak,Bnless,Lip-On,Ln,1/8"" Fat,Choic,Raw",149,2.515,58
"Macaroni & Chs,Frz Entree",149,2.608,10
"Beef,Flank,Steak,Ln,0"" Fat,Choic,Raw",149,2.612,69
"Beef,Rib Eye,Sml End (Ribs 10-12),Ln,0"" Fat,Sel,Raw",149,2.65,60
"Lamb,Nz,Imp,Breast,Ln,Raw",149,2.738,65
Reddi Wip Fat Free Whipped Topping,149,2.869,16
"Pork,Cured,Ham & H2O Product,Slice,Bone-In,Ln & Fat,Unhtd",149,3.076,50
Sausage  Italian  Swt  Links,149,3.257,30
"Egg,Whl,Ckd,Scrmbld",149,3.331,277
"Salisbury Steak W/ Gravy,Frz",149,3.982,33
"Morningstar Farms Bbq Riblets,Frz,Unprep",150,0.3,0
"Potatoes,Fr Fr,All Types,Salt Not Added In Proc,Frz,As Purch",150,0.94,0
"Game Meat,Antelope,Ckd,Rstd",150,0.97,126
"Pork,Cured,Ham W/ Nat Juices,Slice,Bone-In,Ln,Htd,Pan-Broil",150,1.11,80
"Beef,Rnd,Top Rnd Rst,Bnless,Ln,0"" Fat,Sel,Ckd,Rstd",150,1.136,78
"Veal,Leg (Top Rnd),Ln,Ckd,Rstd",150,1.22,103
"Potatoes,Fr Fr,Crnkl Or Reg,Salt Added In Proc,Frz,As Purch",150,1.249,0
"Game Meat,Deer,Loin,Ln,1"" Steak,Ckd,Brld",150,1.351,79
"Denny'S,Macaroni & Chs,From Kid'S Menu",150,1.384,7
"Beef,Nz,Imp,Var Meats & By-Products Liver,Ckd,Bld",150,1.392,243
"Mullet,Striped,Ckd,Dry Heat",150,1.431,63
